sentence,sentiment,topic,split,source,processed_text
"không gian học thoải mái , giảng viên tận tâm , không tạo nhiều áp lực cho sinh viên .",positive,lecturer,validation,UIT-VSFC,không_gian học thoải_mái giảng_viên tận_tâm không tạo nhiều áp_lực sinh_viên
cần nhắc nhở giáo viên này và khiển trách nhiều .,negative,lecturer,validation,UIT-VSFC,cần nhắc_nhở giáo_viên khiển_trách nhiều
"giảng viên nhiệt tình , giảng dạy rõ ràng .",positive,lecturer,validation,UIT-VSFC,giảng_viên nhiệt_tình giảng_dạy rõ_ràng
"giáo viên dạy dễ hiểu , thực hành tốt , kích thích tư duy sinh viên .",positive,lecturer,validation,UIT-VSFC,giáo_viên dạy dễ hiểu thực_hành tốt kích_thích tư_duy sinh_viên
"giảng viên dạy quá nhanh , ít sửa bài tập .",negative,lecturer,validation,UIT-VSFC,giảng_viên dạy quá nhanh ít sửa bài_tập
chấm bài tập hoặc đồ án hơi gắt .,negative,lecturer,validation,UIT-VSFC,chấm bài_tập đồ_án hơi gắt
"cách dạy thuyết phục sinh viên , phù hợp với sinh viên .",positive,lecturer,validation,UIT-VSFC,cách dạy thuyết_phục sinh_viên phù_hợp sinh_viên
"quy định rõ sinh viên phải học và làm gì ngay từ đầu học kỳ , tránh đầu học kỳ yêu cầu một kiểu , giữa kỳ lại đổi làm sinh viên khó theo kịp yêu cầu môn học .",negative,lecturer,validation,UIT-VSFC,quy_định rõ sinh_viên phải học làm_gì ngay đầu học_kỳ tránh đầu học_kỳ yêu_cầu kiểu giữa kỳ_đổi làm sinh_viên khó kịp yêu_cầu môn_học
thầy có phong cách giảng bài gần gũi với sinh viên .,positive,lecturer,validation,UIT-VSFC,thầy phong_cách giảng_bài gần_gũi sinh_viên
giảng viên cho quá nhiều bài tập .,negative,lecturer,validation,UIT-VSFC,giảng_viên quá nhiều bài_tập
"dạy nhanh , giải bài tập nhanh , làm em không theo kịp .",negative,lecturer,validation,UIT-VSFC,dạy nhanh giải bài_tập nhanh làm không kịp
giáo viên nhiệt huyết .,positive,lecturer,validation,UIT-VSFC,giáo_viên nhiệt_huyết
"nhiệt tình , tận tâm , vui tính .",positive,lecturer,validation,UIT-VSFC,nhiệt_tình tận_tâm vui_tính
"cần đưa ra các ứng dụng thực tiễn của môn học , giúp cho sinh viên có thể định hình được họ có thể làm được những gì khi kết thúc môn học , đồng thời có thể áp dụng kiến thức môn học để đáp ứng yêu cầu của thị trường lao động .",negative,training_program,validation,UIT-VSFC,cần đưa ứng_dụng thực_tiễn môn_học giúp sinh_viên thể_định_hình họ_thể làm gì kết_thúc môn_học đồng_thời_thể áp_dụng kiến_thức môn_học đáp_ứng yêu_cầu thị_trường lao_động
phòng học quá bé và thời lượng học quá ít .,negative,facility,validation,UIT-VSFC,phòng học quá bé thời_lượng học quá ít
"giảng viên dễ thương , truyền đạt kiến thức tốt , dễ hiểu .",positive,lecturer,validation,UIT-VSFC,giảng_viên dễ_thương truyền_đạt kiến_thức tốt dễ hiểu
cô chấm kỹ quá .,negative,lecturer,validation,UIT-VSFC,cô chấm kỹ quá
dạy quá số giờ quy định .,negative,lecturer,validation,UIT-VSFC,dạy quá số giờ quy_định
cô dạy rất tận tâm và dễ hiểu .,positive,lecturer,validation,UIT-VSFC,cô dạy tận_tâm dễ hiểu
chưa tận tụy .,negative,lecturer,validation,UIT-VSFC,chưa tận tụy
thu hút em học .,positive,others,validation,UIT-VSFC,thu_hút học
"nên cho nhiều ví dụ và bài tập về nhà , cung cấp tài liệu thêm cho các sinh viên muốn tìm hiểu thêm .",negative,training_program,validation,UIT-VSFC,nhiều ví_dụ bài_tập nhà_cung_cấp tài_liệu thêm sinh_viên muốn tìm_hiểu thêm
thời gian trên lớp không hiệu quả .,positive,training_program,validation,UIT-VSFC,thời_gian lớp không hiệu_quả
"giáo viên không có khả năng đứng lớp , bài giảng dở tệ .",negative,lecturer,validation,UIT-VSFC,giáo_viên không khả_năng đứng_lớp bài giảng dở_tệ
nên có nhiều buổi kiểm tra trên lớp .,negative,training_program,validation,UIT-VSFC,nhiều buổi kiểm_tra lớp
nên giảm số sinh viên trong 1 lớp .,negative,training_program,validation,UIT-VSFC,giảm số sinh_viên 1 lớp
thầy luôn tích cực trả lời thắc mắc của sinh viên trên moodle .,positive,lecturer,validation,UIT-VSFC,thầy luôn tích_cực trả_lời thắc_mắc sinh_viên moodle
thầy có định hướng dạy rất tốt về công nghệ hiện tại .,positive,lecturer,validation,UIT-VSFC,thầy định_hướng dạy tốt công_nghệ hiện
giáo viên nói hơi nhỏ .,negative,lecturer,validation,UIT-VSFC,giáo_viên nói hơi nhỏ
thầy cần sửa nhiều bài tập hơn nữa .,negative,lecturer,validation,UIT-VSFC,thầy cần sửa nhiều bài_tập hơn_nữa
thực hành không cần phải lên phòng máy nhiều .,negative,training_program,validation,UIT-VSFC,thực_hành không cần phải lên phòng máy nhiều
mong thầy yêu thương tất cả học trò của mình !,negative,lecturer,validation,UIT-VSFC,mong thầy yêu_thương tất_cả học_trò mình
"nhiệt tình , luôn quan tâm các sinh viên trong mỗi buổi dạy .",positive,lecturer,validation,UIT-VSFC,nhiệt_tình luôn quan_tâm sinh_viên buổi dạy
"truyền đạt kiến thức còn quá lan man , thiếu ví dụ về hệ thống thực tế bên ngoài , truyền cảm hứng chưa tốt , chưa tạo được niềm vui cho sinh viên đến lớp .",negative,lecturer,validation,UIT-VSFC,truyền_đạt kiến_thức còn quá lan_man thiếu ví_dụ hệ_thống thực_tế bên ngoài truyền cảm_hứng chưa tốt chưa tạo niềm vui sinh_viên lớp
"giảng dạy tận tình , không khí học tập thoải mái , vui vẻ .",positive,lecturer,validation,UIT-VSFC,giảng_dạy tận_tình không_khí học_tập thoải_mái vui_vẻ
"thầy chỉ đọc trên slide , ít có giảng nội dung ngoài .",positive,lecturer,validation,UIT-VSFC,thầy đọc slide ít giảng nội_dung ngoài
nên có nhiều bài tập vận dụng thực tế vào thực hành .,negative,training_program,validation,UIT-VSFC,nhiều bài_tập vận_dụng thực_tế thực_hành
sau đó mở vào giờ khuya lúc sinh viên đi ngủ .,negative,lecturer,validation,UIT-VSFC,mở giờ khuya lúc sinh_viên đi ngủ
bài tập chất lượng .,positive,training_program,validation,UIT-VSFC,bài_tập chất_lượng
"tuy có một số phần khó nhưng thầy giảng và làm ví dụ rất dễ hiểu , có một tiết thầy giảng bằng tiếng anh rất hay .",positive,lecturer,validation,UIT-VSFC,tuy số phần khó thầy giảng làm ví_dụ dễ hiểu tiết thầy giảng bằng tiếng anh
"bài giảng được cung cấp đầy đủ , hữu ích .",positive,training_program,validation,UIT-VSFC,bài giảng cung_cấp đầy_đủ hữu_ích
"trẻ , có nhiều cái mới , hay .",positive,lecturer,validation,UIT-VSFC,trẻ nhiều cái mới
mong cô tiếp tục dạy như vậy nữa .,positive,lecturer,validation,UIT-VSFC,mong cô tiếp_tục dạy vậy nữa
giảng viên nên cho bài tập thường xuyên tuần nào cũng phải trả bài .,negative,lecturer,validation,UIT-VSFC,giảng_viên bài_tập thường_xuyên tuần nào phải trả bài
cô dạy hay nhiệt tình và dễ hiểu .,positive,lecturer,validation,UIT-VSFC,cô dạy nhiệt_tình dễ hiểu
"giảng kỹ , giảng nhiều phần nâng cao .",positive,lecturer,validation,UIT-VSFC,giảng kỹ_giảng nhiều phần nâng cao
giảng viên hướng dẫn sinh động .,positive,lecturer,validation,UIT-VSFC,giảng_viên hướng_dẫn sinh_động
nên để ngày học thực hành chung ngày với lý thuyết .,negative,training_program,validation,UIT-VSFC,ngày học thực_hành chung ngày lý_thuyết
thầy rất nhiệt tình và tận tâm với sinh viên !,positive,lecturer,validation,UIT-VSFC,thầy nhiệt_tình tận_tâm sinh_viên
thời khóa biểu thực hành cần sắp xếp hợp lý so với giờ học lý thuyết .,negative,training_program,validation,UIT-VSFC,thời khóa_biểu thực_hành cần sắp_xếp hợp_lý so giờ học lý_thuyết
cô dạy rất nhiệt tình và quan tâm đến sinh viên .,positive,lecturer,validation,UIT-VSFC,cô dạy nhiệt_tình quan_tâm sinh_viên
giảng viên giảng tận tình .,positive,lecturer,validation,UIT-VSFC,giảng_viên giảng tận_tình
giáo viên không đến lớp bữa nào nên em không biết nhận xét .,neutral,lecturer,validation,UIT-VSFC,giáo_viên không lớp bữa nào không biết nhận_xét
vô cùng tuyệt vời .,positive,others,validation,UIT-VSFC,vô tuyệt_vời
"thầy dạy hơi nhanh , một vài chỗ lướt hơi nhanh .",negative,lecturer,validation,UIT-VSFC,thầy dạy hơi nhanh vài chỗ lướt hơi nhanh
thầy dạy nhiệt tình dễ hiểu .,positive,lecturer,validation,UIT-VSFC,thầy dạy nhiệt_tình dễ hiểu
giáo viên tận tình mặc dù nhiều sinh viên còn lơ là .,positive,lecturer,validation,UIT-VSFC,giáo_viên tận_tình mặc_dù nhiều sinh_viên còn lơ
môn học khá nhẹ nhàng cho sinh viên .,positive,training_program,validation,UIT-VSFC,môn_học khá nhẹ_nhàng sinh_viên
máy tính trong phòng thực hành không được tốt cho lắm .,negative,facility,validation,UIT-VSFC,máy_tính phòng thực_hành không tốt lắm
"phòng máy nên đầu tư đồng bộ một chút , tránh hiện tượng các máy là khác nhau .",negative,facility,validation,UIT-VSFC,phòng máy đầu_tư đồng_bộ chút tránh hiện_tượng máy khác nhau
thầy dạy đủ để thi .,neutral,lecturer,validation,UIT-VSFC,thầy dạy đủ thi
mong phòng đào tạo xem xét để khóa sau học được chất lượng ạ .,negative,training_program,validation,UIT-VSFC,mong phòng đào_tạo xem_xét khóa_học chất_lượng ạ
lớp trưởng trách nhiệm kém .,negative,others,validation,UIT-VSFC,lớp trưởng trách_nhiệm kém
"cô dạy rất hay , vui tính và dễ hiểu .",positive,lecturer,validation,UIT-VSFC,cô dạy vui_tính dễ hiểu
em rất hài lòng về cách dạy của thầy trong môi trường đại học .,positive,lecturer,validation,UIT-VSFC,hài_lòng cách dạy thầy môi_trường đại_học
"thầy tận tâm , nhiệt tình với học sinh .",positive,lecturer,validation,UIT-VSFC,thầy tận_tâm nhiệt_tình học_sinh
thầy hướng dẫn thực hành rất không tốt .,negative,lecturer,validation,UIT-VSFC,thầy hướng_dẫn thực_hành không tốt
"phương pháp giảng dạy phù hợp , giải quyết thắc mắc nhanh chóng .",positive,lecturer,validation,UIT-VSFC,phương_pháp giảng_dạy phù_hợp giải_quyết thắc_mắc nhanh_chóng
cần cải thiện tốc độ mạng .,negative,facility,validation,UIT-VSFC,cần cải_thiện tốc_độ mạng
thầy hơi khó chịu .,negative,lecturer,validation,UIT-VSFC,thầy hơi khó_chịu
chưa tổng quát .,negative,lecturer,validation,UIT-VSFC,chưa tổng_quát
"chỉ được thực hành hai buổi thi vì vậy không vận dụng tốt kiến thức đã học , không đảm bảo số buổi như lúc bắt đầu đã thỏa thuận .",negative,training_program,validation,UIT-VSFC,thực_hành hai buổi thi vậy không vận_dụng tốt kiến_thức học không đảm_bảo số buổi lúc bắt_đầu thỏa_thuận
khuôn khổ bài học chưa truyền được cảm hứng cho sinh viên .,negative,lecturer,validation,UIT-VSFC,khuôn_khổ bài_học chưa truyền cảm_hứng sinh_viên
đề nghị giảng viên chuẩn bị tốt bài giảng .,negative,lecturer,validation,UIT-VSFC,đề_nghị giảng_viên chuẩn tốt bài giảng
cô rất nhiệt tình và tận tâm với sinh viên !,positive,lecturer,validation,UIT-VSFC,cô nhiệt_tình tận_tâm sinh_viên
"giáo viên nhiệt tình , có trách nhiệm , truyền đạt dễ giểu .",positive,lecturer,validation,UIT-VSFC,giáo_viên nhiệt_tình trách_nhiệm truyền_đạt dễ giểu
được tiếp xúc môi trường thực tế ở các công ty .,positive,others,validation,UIT-VSFC,tiếp_xúc môi_trường thực_tế công_ty
thầy rất vui tính và dễ gần .,positive,lecturer,validation,UIT-VSFC,thầy vui_tính dễ gần
giảng kỹ và chi tiết .,positive,lecturer,validation,UIT-VSFC,giảng kỹ chi_tiết
giáo viên hướng dẫn tận tâm .,positive,lecturer,validation,UIT-VSFC,giáo_viên hướng_dẫn tận_tâm
"em thấy giáo viên dạy dễ hiểu , tận tình .",positive,others,validation,UIT-VSFC,thấy giáo_viên dạy dễ hiểu tận_tình
giọng nói dễ nghe .,positive,lecturer,validation,UIT-VSFC,giọng nói dễ nghe
một số vấn đề còn khó hiểu .,negative,training_program,validation,UIT-VSFC,số vấn_đề còn khó hiểu
giảng viên vui tính nhiệt tình .,positive,lecturer,validation,UIT-VSFC,giảng_viên vui_tính nhiệt_tình
"thầy giảng hơi khó hiểu , giọng đều đều buồn ngủ .",negative,lecturer,validation,UIT-VSFC,thầy giảng_hơi khó hiểu giọng buồn ngủ
cần định hướng tạo điều kiện cho sinh viên giao lưu các doanh nghiệp để biết được yêu cầu của họ về một người kỹ sư .,negative,training_program,validation,UIT-VSFC,cần định_hướng tạo điều_kiện sinh_viên giao_lưu doanh_nghiệp biết yêu_cầu họ người kỹ_sư
"giàu kinh nghiệm , dễ hiểu , dẫn chứng cụ thể .",positive,lecturer,validation,UIT-VSFC,giàu kinh_nghiệm dễ hiểu dẫn_chứng cụ_thể
em nhớ nhất câu phải có sự đấu tranh mới phát triển .,positive,others,validation,UIT-VSFC,nhớ nhất câu phải sự đấu_tranh mới phát_triển
"không kiểm soát được lớp , không tận tâm chuẩn bị trước khi lên lớp .",negative,lecturer,validation,UIT-VSFC,không kiểm_soát lớp không tận_tâm chuẩn lên lớp
giáo viên đúng giờ .,positive,lecturer,validation,UIT-VSFC,giáo_viên đúng giờ
cô dạy nhiệt tình nhưng hơi nhanh .,negative,lecturer,validation,UIT-VSFC,cô dạy nhiệt_tình hơi nhanh
em nghĩ thầy nên cho nhiều bài tập về nhà hơn .,negative,lecturer,validation,UIT-VSFC,nghĩ thầy nhiều bài_tập nhà hơn
"bám không sát đề thi , lan man .",positive,training_program,validation,UIT-VSFC,bám không sát đề_thi lan_man
không có đề cương trên khoá học .,negative,others,validation,UIT-VSFC,không đề_cương khóa học
giảng viên nên thông báo hình thức ra đề đề mở hay đề đóng để sinh viên biết và chuẩn bị tài liệu để bài kiểm tra có kết quả tốt hơn .,negative,lecturer,validation,UIT-VSFC,giảng_viên thông_báo hình_thức đề_đề_mở đề_đóng sinh_viên biết chuẩn tài_liệu bài kiểm_tra kết_quả tốt hơn
